X3TCREDADV,X3TCREDHON,X5DUALCRSFLG,A1G9STUDY,X3TGPA9TH,X1TXMTH,X1PAREDU,X1FAMINCOME,X1POVERTY,X1POVERTY130,X1PAR1EMP,X1STDOB,X1SEX_1.0,X1SEX_2.0,X1RACE_1.0,X1RACE_2.0,X1RACE_3.0,X1RACE_4.0,X1RACE_5.0,X1RACE_6.0,X1RACE_7.0,X1RACE_8.0,Cluster,T_ADV,T_HON,T_STUDY,T_ADV_hat,T_HON_hat
0.0,11.5,2.0,1.0,2.5,-0.0715,3.0,3.0,0.0,0.0,2.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0.2048921976404891,0.2620366629882398
0.0,0.0,3.0,0.0,2.0,-0.3965,4.0,3.0,0.0,0.0,4.0,199410.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0.19733511850202545,0.22495231349546274
0.0,0.5,3.0,0.0,3.0,1.1507,2.0,5.0,0.0,0.0,4.0,199511.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0.49242213220525194,0.5931643062838355
1.0,3.0,3.0,0.0,4.0,0.9439,2.0,9.0,0.0,0.0,3.0,199508.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.6064379043515579,0.6476526914831409
5.0,5.0,3.0,0.0,4.0,1.6743,4.0,5.0,0.0,0.0,4.0,199508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.7934922359141163,0.6415487759170159
0.0,2.0,2.0,0.0,3.5,0.0636,4.0,13.0,0.0,0.0,2.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.4949765107271897,0.5456208597946823
5.0,1.0,3.0,1.0,4.0,1.1049,,,,,,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0.7169831652577756,0.6051738596043218
1.0,0.0,3.0,0.0,1.5,-1.1881,,,,,,199401.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0.08840863017975974,0.17075654167354087
2.5,0.0,3.0,0.0,2.0,-1.3082,2.0,4.0,0.0,0.0,3.0,199502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.09218695925003947,0.1979637403565229
1.0,15.0,2.0,1.0,4.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,1,0.6613907641936756,0.5613077239537355
0.0,1.5,3.0,1.0,3.0,0.2369,2.0,4.0,0.0,0.0,4.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.3665235430392309,0.43547730733853457
1.0,1.0,2.0,0.0,4.0,0.9047,7.0,8.0,0.0,0.0,4.0,199603.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0.682712578461413,0.6817866437366811
0.0,0.0,3.0,1.0,2.0,0.1299,2.0,8.0,0.0,0.0,4.0,199507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.2596618732577564,0.2943032094629764
0.0,0.0,3.0,1.0,2.5,-1.5361,,,,,,199506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.1252542063566749,0.23845501173800762
1.0,0.5,3.0,0.0,3.5,0.0363,4.0,7.0,0.0,0.0,4.0,199508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.4188672635322719,0.5371055192578266
12.0,6.5,3.0,0.0,4.0,1.2713,7.0,8.0,0.0,0.0,4.0,199502.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0,0.7864797035132305,0.7342945904426097
6.0,6.0,2.0,1.0,4.0,1.636,5.0,5.0,0.0,0.0,4.0,199511.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,0.8836637869978229,0.7828149711476862
1.5,1.0,2.0,1.0,3.0,0.2263,4.0,7.0,0.0,0.0,4.0,199408.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.3471088612722601,0.48638013061271446
1.0,1.0,3.0,1.0,4.0,1.101,4.0,4.0,0.0,0.0,2.0,199502.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.6959677173328923,0.6322993763013297
1.0,7.0,3.0,0.0,3.0,0.1319,4.0,6.0,0.0,0.0,4.0,199508.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.3464024062929075,0.5030860128780225
0.0,1.0,3.0,0.0,2.5,-0.7282,,,,,,199504.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0.17419109345299144,0.25457179036107486
4.0,3.5,2.0,0.0,3.0,2.1002,3.0,4.0,0.0,0.0,4.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.5798430754594992,0.5750759238558959
4.0,6.0,2.0,0.0,3.5,1.6727,7.0,13.0,0.0,0.0,2.0,199507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.8873821682085595,0.7593685996784696
5.0,0.0,3.0,0.0,4.0,0.4864,5.0,5.0,0.0,0.0,4.0,199507.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.6422041582769289,0.6142516291020544
2.0,0.0,3.0,1.0,4.0,1.0539,,,,,,199409.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,0,1,0.6753463468374108,0.6132288178943183
3.0,8.0,2.0,0.0,3.5,1.2495,4.0,3.0,0.0,0.0,4.0,199504.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.6799400272342129,0.6614962382144332
0.0,0.0,3.0,0.0,2.0,-0.1518,4.0,5.0,0.0,0.0,4.0,199507.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.14677438153075092,0.25601455970532444
6.0,0.0,3.0,1.0,3.0,0.2029,5.0,5.0,0.0,0.0,4.0,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,1,0.41498560198186424,0.4289965694088792
3.0,0.0,3.0,1.0,3.5,-0.2599,,,,,,199412.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0.471945926330282,0.4465279103942544
4.0,5.0,2.0,0.0,3.5,1.2119,,,,,,199506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.6611598856578573,0.6238032725936733
2.0,0.0,3.0,0.0,3.5,0.6158,2.0,3.0,0.0,0.0,4.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.4816893328942677,0.5297940943052527
2.0,14.0,3.0,0.0,2.5,0.5301,1.0,3.0,0.0,0.0,4.0,199507.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0.35388924097010266,0.31298982208104387
1.0,0.0,3.0,0.0,2.5,-0.998,2.0,4.0,0.0,0.0,4.0,199504.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0.14203731180534895,0.20951014074051943
0.5,0.0,3.0,0.0,2.0,-0.2901,,,,,,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.18754976505760468,0.2304715276950736
2.0,1.0,3.0,0.0,2.0,-0.7561,2.0,3.0,0.0,0.0,4.0,199409.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.12058074788328532,0.18211791936604585
1.0,2.0,2.0,0.0,3.5,0.9004,3.0,5.0,0.0,0.0,4.0,199502.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0.5706831197532426,0.6183022220505421
1.0,0.0,3.0,0.0,4.0,0.0802,4.0,7.0,0.0,0.0,4.0,199507.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.49396842268287583,0.588946329638451
0.0,0.0,3.0,0.0,1.5,-0.7071,,,,,,199501.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.12325768385850971,0.20710208042682748
1.0,0.0,3.0,0.0,3.0,0.7983,2.0,2.0,0.0,0.0,4.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.4419171329582144,0.5021282690646458
0.0,0.0,3.0,1.0,1.5,-0.5447,2.0,2.0,0.0,1.0,2.0,199412.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1,0.10615583945567121,0.1402926922655325
5.0,19.0,3.0,0.0,4.0,0.6721,4.0,11.0,0.0,0.0,2.0,199503.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0,0.6410402311153328,0.67127543286771
1.5,0.0,3.0,1.0,3.5,1.0842,2.0,4.0,0.0,0.0,2.0,199506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.5716815253975295,0.5795508917607541
0.0,0.0,2.0,1.0,3.0,0.3364,4.0,8.0,0.0,0.0,3.0,199411.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.39602152950972574,0.5057170134646118
17.0,0.0,3.0,1.0,2.5,1.2305,4.0,3.0,0.0,0.0,3.0,199508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0.41251402572295,0.4045735826780899
5.5,0.0,3.0,0.0,3.0,-0.2275,5.0,9.0,0.0,0.0,4.0,199411.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,0.3337011645777136,0.4325016344874347
6.0,0.0,3.0,1.0,3.5,0.032,1.0,2.0,0.0,0.0,1.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,0.43963011842266125,0.4098194963852311
0.0,2.0,3.0,1.0,3.5,0.5664,4.0,6.0,0.0,0.0,2.0,199508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.6065754437119807,0.6142608619736738
1.0,13.0,3.0,1.0,3.0,,7.0,12.0,0.0,0.0,4.0,199500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.41907921772363493,0.5103666705089696
4.0,0.0,3.0,0.0,3.0,1.0476,7.0,7.0,0.0,0.0,4.0,199409.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.6727532999915927,0.6327976045177621
4.0,11.0,3.0,0.0,3.0,0.3736,4.0,5.0,0.0,0.0,4.0,199506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.44201761733016953,0.5060152724634148
4.0,6.0,3.0,0.0,3.5,1.59,4.0,2.0,1.0,1.0,2.0,199412.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1,1,0,0.658706475803976,0.6423770338875135
1.0,0.0,3.0,1.0,2.0,,,,,,,199500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.2774816925608424,0.3230020294216779
2.0,10.0,3.0,1.0,3.0,0.8806,7.0,13.0,0.0,0.0,4.0,199402.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,1,0.4448855308556873,0.5478602548816724
3.5,5.0,3.0,0.0,3.5,0.9467,5.0,9.0,0.0,0.0,4.0,199502.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.6627391589498782,0.7039242489706442
2.0,1.5,3.0,0.0,4.0,0.6434,,,,,,199411.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.5937259665698529,0.6035456425793737
2.5,4.0,3.0,1.0,3.0,,,,,,,199400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,1,0.41426827976020697,0.45612868920880084
0.0,0.0,3.0,1.0,2.5,-0.9026,,,,,,199303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.1266412867886222,0.2202805020115916
6.0,1.0,2.0,0.0,3.5,0.7467,2.0,5.0,0.0,0.0,2.0,199501.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0.5202049504414723,0.5843326971642196
1.0,3.5,2.0,0.0,3.5,1.2166,7.0,8.0,0.0,0.0,4.0,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.7030637938078983,0.7313716541840095
1.0,1.0,3.0,0.0,3.0,0.3543,4.0,3.0,0.0,0.0,3.0,199409.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0.38459298656570806,0.49929299629983503
9.5,7.5,3.0,0.0,3.5,0.1426,4.0,8.0,0.0,0.0,2.0,199505.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.5696719252438089,0.5659765739254978
0.0,10.0,2.0,1.0,3.5,1.6464,5.0,5.0,0.0,0.0,4.0,199509.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0.7302817314364535,0.6910082229226115
1.0,6.0,3.0,0.0,3.5,-0.5731,5.0,7.0,0.0,0.0,4.0,199506.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0.5017760394991214,0.527975891563494
4.0,4.0,3.0,1.0,3.5,0.2082,4.0,13.0,0.0,0.0,2.0,199505.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,1,0.5404094140961293,0.5716675636245647
2.0,0.0,3.0,0.0,2.5,1.005,4.0,3.0,0.0,0.0,4.0,199412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0.3536464911213782,0.4141457250771567
1.0,0.0,3.0,1.0,2.0,-0.0344,2.0,3.0,0.0,0.0,4.0,199407.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0.14546572831767032,0.1793216104824536
2.0,1.0,3.0,0.0,3.5,0.9176,,,,,,199412.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7706628271339047,0.6378515568577371
7.0,9.0,3.0,1.0,4.0,0.8735,7.0,11.0,0.0,0.0,4.0,199509.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,0.8761721667632496,0.7647906719625673
0.0,0.0,3.0,1.0,2.5,0.0065,4.0,7.0,0.0,0.0,2.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.28867404855613377,0.3055499374009131
8.0,4.5,3.0,0.0,3.0,,,,,,,199500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0,0.41311241215886363,0.5024720641495206
1.0,5.0,2.0,0.0,3.0,0.3194,5.0,7.0,0.0,0.0,3.0,199503.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.467601517253857,0.5491167632193185
0.0,0.0,3.0,1.0,2.5,-0.508,1.0,1.0,1.0,1.0,1.0,199309.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,1,0.09583838311001226,0.16217142814022054
0.0,0.0,3.0,0.0,1.5,-0.4841,2.0,1.0,1.0,1.0,3.0,199409.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0.13711975972435378,0.15435779203105227
2.0,0.0,3.0,0.0,3.0,0.4108,,,,,,199510.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.4388272901959269,0.5202218479608782
15.0,0.0,3.0,0.0,3.5,0.5338,3.0,4.0,0.0,0.0,4.0,199412.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.6604499730549845,0.5783857022669381
0.0,0.0,3.0,0.0,2.5,,,,,,,199400.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0.1645109665743486,0.2403437010511801
0.0,1.0,3.0,1.0,2.0,-0.0513,2.0,4.0,0.0,0.0,4.0,199503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.16593401011913442,0.215732559294592
0.0,13.0,3.0,0.0,3.5,1.3623,7.0,2.0,0.0,1.0,4.0,199411.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,0.6402657266328403,0.6889732321344963
4.0,15.0,3.0,0.0,3.5,,,,,,,199400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.617580148454863,0.5524064176193484
1.0,0.0,3.0,0.0,2.0,-0.9958,2.0,4.0,0.0,0.0,4.0,199508.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.09133158553966718,0.20280512612988397
10.0,17.0,3.0,1.0,4.0,,,,,,,199500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6808708258765835,0.5558328958271871
3.0,0.0,3.0,0.0,3.5,,,,,,,199500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.6327207775756798,0.555207170297886
2.0,0.0,3.0,0.0,3.5,1.4558,3.0,3.0,0.0,0.0,3.0,199509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.6743120127201452,0.6065434260728989
3.0,9.0,3.0,0.0,3.5,1.0798,5.0,7.0,0.0,0.0,4.0,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,0.6648887140141767,0.6817923440655947
2.0,5.0,3.0,0.0,3.0,0.0786,5.0,5.0,0.0,0.0,4.0,199504.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.38818321985027154,0.49333148030289353
2.0,0.0,3.0,0.0,3.5,-0.0117,4.0,5.0,0.0,0.0,4.0,199503.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0.5324407884141622,0.5499839073948634
0.0,0.0,2.0,0.0,,,,,,,,199300.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.3060237853570726,0.39426728354512547
0.0,0.0,2.0,0.0,2.0,0.6836,3.0,2.0,0.0,0.0,4.0,199501.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.20383021779310667,0.28884681767217907
5.5,0.0,3.0,0.0,2.5,1.0043,2.0,3.0,0.0,0.0,4.0,199411.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0,0.45915774450507313,0.37904208963675246
0.5,0.5,3.0,0.0,3.5,0.1506,3.0,5.0,0.0,0.0,4.0,199410.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.3744738242497862,0.4809998501457955
0.0,1.0,3.0,1.0,2.5,0.6441,,,,,,199506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0.27569558614442313,0.3037551538016783
0.0,0.0,3.0,0.0,2.5,0.4527,4.0,2.0,0.0,1.0,4.0,199501.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0,0,0,0.31301383895844476,0.3229773705344827
2.0,0.0,3.0,0.0,2.0,-0.7145,,,,,,199501.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.14215684608551726,0.23642085459011952
5.0,16.0,3.0,0.0,4.0,1.522,5.0,7.0,0.0,0.0,4.0,199509.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0,0.8919155522426562,0.798062684234947
0.5,0.0,2.0,0.0,4.0,,,,,,,199400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7002162635955136,0.554438950305329
7.0,14.0,3.0,0.0,3.5,1.1637,5.0,8.0,0.0,0.0,4.0,199506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0.7745316102141129,0.7262429238293399
6.0,0.0,2.0,0.0,3.5,-0.1765,,,,,,199412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.3628841767850811,0.5036734365172869
0.0,0.0,3.0,1.0,2.5,0.4819,3.0,3.0,0.0,0.0,2.0,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.30236034680072327,0.27815329423226004
1.5,12.0,3.0,0.0,3.5,0.5859,,,,,,199507.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0.6117190926332136,0.5682308767365725
6.0,9.0,3.0,0.0,4.0,1.9699,5.0,13.0,0.0,0.0,3.0,199510.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,0,0.8533732560435933,0.7386360879161278
4.5,8.0,3.0,1.0,3.0,0.7762,,,,,,199501.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0.40802617419047693,0.5353433693173354
0.0,0.0,3.0,0.0,2.0,-0.4621,3.0,7.0,0.0,0.0,3.0,199501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.1862127353843746,0.2528935883663264
2.0,4.0,3.0,1.0,3.5,0.8493,4.0,8.0,0.0,0.0,4.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,1,1,0.6229399473352326,0.6656204530441248
0.0,0.0,3.0,1.0,2.5,-1.4045,2.0,4.0,0.0,0.0,4.0,199510.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.18063981404659674,0.21811857911133106
3.0,13.0,3.0,1.0,4.0,,2.0,3.0,0.0,0.0,4.0,199400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0.3798382537159995,0.5601886888314813
0.5,0.0,2.0,0.0,3.0,0.3374,3.0,2.0,1.0,1.0,4.0,199508.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0.3993034364221247,0.39918526252806125
0.0,0.0,3.0,0.0,1.5,-0.608,2.0,6.0,0.0,0.0,2.0,199507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0.1484257440888304,0.21487551993907295
17.0,5.0,3.0,1.0,4.0,1.3614,4.0,6.0,0.0,0.0,4.0,199507.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0.7975257963271303,0.7327042591544555
0.0,3.0,3.0,0.0,4.0,1.3167,4.0,4.0,0.0,0.0,4.0,199502.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.7110617457018737,0.6676974497312517
1.0,0.0,3.0,1.0,2.0,-0.7099,3.0,3.0,0.0,0.0,2.0,199505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.13770294725676038,0.21650348172212305
0.0,2.0,3.0,0.0,2.0,0.056,2.0,3.0,0.0,0.0,4.0,199503.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.17074168729956615,0.2421775141692805
1.0,0.0,3.0,0.0,3.0,0.0499,4.0,2.0,0.0,0.0,4.0,199410.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0.30521721023472453,0.417074789655595
0.0,1.0,3.0,1.0,2.0,-0.3845,2.0,3.0,0.0,0.0,4.0,199501.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.20137018085504516,0.17838817185066802
0.0,6.0,2.0,1.0,4.0,0.5257,4.0,3.0,0.0,0.0,4.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,1,0.5731164277709816,0.5775529015341194
0.0,8.0,2.0,0.0,3.5,1.0218,3.0,3.0,0.0,0.0,4.0,199501.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0.73843009146315,0.6602883729826182
1.0,5.0,3.0,1.0,2.5,-0.2184,3.0,3.0,0.0,0.0,1.0,199503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,1,0.16163158696440066,0.2424462827598009
1.0,2.0,3.0,1.0,2.5,-0.8011,2.0,5.0,0.0,0.0,2.0,199504.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.14221648852415728,0.20361495199450907
5.0,14.0,3.0,1.0,4.0,0.8762,2.0,7.0,0.0,0.0,4.0,199506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,1,1,0.6755535810181356,0.6083035826088161
0.0,0.0,3.0,1.0,2.5,-0.8884,2.0,4.0,0.0,0.0,2.0,199508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.14538762409902942,0.20360896991861124
0.0,1.0,3.0,1.0,3.0,-0.5335,3.0,4.0,0.0,0.0,2.0,199504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0.18311621140542653,0.3609762289846827
1.0,3.0,3.0,1.0,3.0,-0.3364,1.0,1.0,1.0,1.0,1.0,199412.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,1,0.19505217971697,0.33220878177261004
0.0,0.0,3.0,1.0,1.5,,,,,,,199300.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.12752658980861573,0.19947652467362098
