STU_ID,SCH_ID,X3TGPA9TH,X1TXMTH,X1PAREDU,X1FAMINCOME,X1POVERTY,X1POVERTY130,X1PAR1EMP,X1SEX,X1RACE,X1STDOB,C1GETAHEAD,X3TCREDADV,X3TCREDHON,X5DUALCRSFLG,A1G9STUDY,X3TGPAACAD,X3TGPA12TH,X5GPAALL,X3TXSATCOMP
14369,-5,0.25,-1.0383,-8,-8,-8,-8,-8,1,8,199504,-5,0.0,0.0,-6,0,0.25,-1.0,-6.0,-5
14370,-5,3.5,0.7146,2,2,0,0,4,2,2,199412,-5,5.0,1.5,3,1,4.0,4.0,3.6,-5
14371,-5,3.5,0.0635,3,6,0,0,4,1,8,199409,-5,3.5,0.0,3,1,3.5,3.5,2.2,-5
14372,-5,4.0,0.685,4,7,0,0,4,1,3,199504,-5,0.0,0.0,3,1,3.5,3.5,2.1,-5
14373,-5,1.5,-1.448,4,4,0,0,4,2,8,199411,-5,0.5,0.0,-8,1,1.0,0.5,-8.0,-5
14374,-5,2.5,-8.0,2,-9,-9,-9,2,1,8,199400,-5,3.0,0.0,3,1,2.0,4.0,0.0,-5
14375,-5,3.5,-0.2075,7,13,0,0,4,2,8,199506,-5,0.0,0.0,2,0,3.5,4.0,3.8,-5
14376,-5,4.0,0.7991,7,8,0,0,3,1,8,199502,-5,2.0,7.0,3,-8,3.0,3.0,3.1,-5
14378,-5,1.5,-1.6225,-8,-8,-8,-8,-8,1,3,199401,-5,1.0,0.0,-6,-8,1.5,1.5,-6.0,-5
14379,-5,2.0,-2.2713,2,2,1,1,4,1,8,199403,-5,0.0,0.0,-6,1,1.5,-1.0,-6.0,-5
14380,-5,4.0,1.6949,7,13,0,0,4,2,2,199411,-5,14.0,0.0,-8,1,3.5,3.5,-8.0,-5
14381,-5,-8.0,1.9085,4,4,0,0,4,2,2,199506,-5,-8.0,-8.0,3,1,-8.0,-8.0,3.8,-5
14382,-5,4.0,1.0868,4,4,0,0,4,2,8,199502,-5,6.0,13.0,3,0,4.0,4.0,3.2,-5
14383,-5,2.5,-0.5131,2,2,0,1,2,1,3,199312,-5,0.0,0.0,3,1,3.0,3.5,2.6,-5
14384,-5,2.0,-1.167,-8,-8,-8,-8,-8,2,7,199504,-5,0.0,0.0,3,0,1.5,3.0,3.5,-5
14385,-5,3.0,-0.0759,4,4,0,0,4,1,8,199510,-5,1.5,7.5,3,0,2.5,2.5,2.1,-5
14386,-5,3.0,-8.0,2,4,0,0,2,2,8,199400,-5,2.0,3.0,3,1,2.5,2.0,2.5,-5
14387,-5,0.5,-0.6097,-8,-8,-8,-8,-8,1,8,199412,-5,0.0,0.0,-6,1,1.5,-1.0,-6.0,-5
14388,-5,3.0,-0.3218,2,2,0,0,2,1,8,199410,-5,0.0,0.0,3,0,2.0,1.5,1.9,-5
14389,-5,3.0,0.9555,3,3,0,0,4,2,8,199409,-5,3.0,1.0,-8,0,3.0,3.5,-8.0,-5
14390,-5,4.0,1.9266,4,10,0,0,4,1,8,199503,-5,4.0,5.0,3,1,3.5,4.0,3.2,-5
14391,-5,3.0,-8.0,-8,-8,-8,-8,-8,1,-9,199500,-5,6.0,0.0,3,-9,3.0,2.5,2.8,-5
14392,-5,3.5,0.6816,5,9,0,0,4,2,8,199412,-5,2.0,10.0,3,-8,3.5,3.5,2.9,-5
14393,-5,4.0,2.3532,5,2,1,1,3,2,2,199411,-5,16.0,0.0,3,1,4.0,4.0,3.9,-5
14394,-5,-1.0,0.0811,-8,-8,-8,-8,-8,2,5,199503,-5,0.0,2.0,-8,0,2.5,-1.0,-8.0,-5
14395,-5,3.5,0.0861,5,4,0,0,4,2,8,199311,-5,1.0,2.0,3,0,3.0,3.0,3.5,-5
14396,-5,3.0,0.1054,2,3,0,0,4,2,8,199401,-5,0.0,3.0,-6,0,3.0,3.5,-6.0,-5
14397,-5,3.5,-1.9305,-8,-8,-8,-8,-8,2,8,199303,-5,0.0,0.0,-6,1,3.0,1.5,-6.0,-5
14398,-5,1.5,-0.4803,2,2,0,1,3,1,6,199508,-5,0.0,0.0,-6,1,1.0,2.5,-6.0,-5
14399,-5,2.0,-8.0,-8,-8,-8,-8,-8,2,8,199400,-5,0.0,0.0,-6,1,2.0,2.5,-6.0,-5
14400,-5,1.5,-0.4111,2,3,0,0,4,2,8,199506,-5,0.0,0.0,3,-9,1.5,-1.0,1.8,-5
14401,-5,1.5,-8.0,-8,-8,-8,-8,-8,2,-9,199400,-5,0.0,0.0,-6,0,1.0,0.5,-6.0,-5
14402,-5,2.5,1.265,5,12,0,0,4,1,8,199503,-5,2.0,11.0,2,0,2.0,2.0,1.8,-5
14403,-5,3.5,-0.5487,2,6,0,0,2,2,8,199509,-5,0.0,0.0,3,1,3.0,3.5,3.4,-5
14404,-5,2.5,-1.5627,2,2,0,0,4,1,8,199506,-5,1.0,0.0,3,0,2.5,3.5,1.9,-5
14405,-5,2.5,-0.8049,2,4,0,0,4,1,8,199506,-5,3.0,0.0,-8,1,1.5,2.0,-8.0,-5
14406,-5,2.0,0.2161,4,6,0,0,4,1,3,199501,-5,0.0,0.0,3,-9,1.5,2.0,1.3,-5
14407,-5,4.0,1.0507,-8,-8,-8,-8,-8,1,2,199502,-5,2.5,0.0,3,-8,3.5,3.5,2.8,-5
14408,-5,4.0,1.4302,4,1,1,1,1,1,2,199404,-5,1.0,8.5,2,1,3.5,3.5,2.8,-5
14410,-5,-8.0,-2.224,-8,-8,-8,-8,-8,2,8,199410,-5,-8.0,-8.0,-6,1,-8.0,-8.0,-6.0,-5
14411,-5,1.5,-0.7421,4,7,0,0,4,1,3,199412,-5,0.0,0.0,-8,1,1.5,2.5,-8.0,-5
14412,-5,3.0,0.4647,-8,-8,-8,-8,-8,2,5,199411,-5,4.0,4.0,3,-9,3.0,3.0,1.4,-5
14413,-5,2.5,0.3968,-8,-8,-8,-8,-8,2,5,199504,-5,0.0,1.0,3,-8,2.5,3.5,1.9,-5
14414,-5,1.5,-0.2434,-8,-8,-8,-8,-8,1,5,199506,-5,1.0,0.0,-6,1,1.5,1.5,-6.0,-5
14415,-5,4.0,-0.5247,3,2,1,1,4,1,8,199410,-5,0.0,0.0,3,1,3.0,3.0,0.8,-5
14416,-5,3.0,-0.4384,2,2,1,1,4,2,6,199506,-5,1.0,0.0,3,0,3.5,3.0,1.7,-5
14417,-5,2.5,-1.3943,4,4,0,0,4,2,3,199404,-5,1.0,2.0,-8,1,2.5,2.5,-8.0,-5
14418,-5,2.5,0.252,4,3,0,0,4,2,8,199506,-5,2.0,1.0,-6,0,2.5,2.0,-6.0,-5
14419,-5,-8.0,-8.0,4,4,0,0,2,2,8,199500,-5,-8.0,-8.0,-8,0,-8.0,-8.0,-8.0,-5
14420,-5,2.0,-0.8775,-8,-8,-8,-8,-8,1,3,199410,-5,0.0,0.0,-6,0,1.5,-1.0,-6.0,-5
14422,-5,3.5,0.5135,2,2,0,1,1,2,5,199506,-5,9.0,2.0,-8,0,3.5,3.5,-8.0,-5
14423,-5,2.0,-1.3348,1,1,1,1,1,1,5,199503,-5,0.0,0.0,-6,0,1.5,1.5,-6.0,-5
14424,-5,2.5,-0.2956,-8,-8,-8,-8,-8,2,6,199412,-5,2.5,0.0,-8,-8,2.5,2.5,-8.0,-5
14425,-5,3.0,-1.1189,4,2,0,1,4,1,8,199502,-5,2.0,0.0,3,0,2.5,-1.0,0.8,-5
14427,-5,2.0,-1.8215,2,5,0,0,4,1,8,199507,-5,0.0,0.0,-8,-8,2.0,3.0,-8.0,-5
14428,-5,1.5,-8.0,-8,-8,-8,-8,-8,1,2,-9,-5,0.5,0.0,-6,1,1.5,2.0,-6.0,-5
14429,-5,3.0,-8.0,-8,-8,-8,-8,-8,1,5,199500,-5,0.5,12.0,3,-9,3.0,3.5,2.9,-5
14430,-5,3.5,-1.5526,2,2,0,1,2,1,3,199504,-5,1.0,0.0,-8,1,3.0,3.5,-8.0,-5
14431,-5,3.5,-1.4942,-8,-8,-8,-8,-8,2,5,199411,-5,3.0,0.0,1,0,3.5,3.5,4.0,-5
14432,-5,2.5,-0.1093,2,6,0,0,4,2,6,199412,-5,0.0,0.0,3,0,2.5,3.0,-7.0,-5
14433,-5,2.0,-0.7107,3,3,0,0,4,2,8,199507,-5,0.0,0.0,3,0,2.0,3.0,2.6,-5
14434,-5,1.5,0.1538,-8,-8,-8,-8,-8,1,5,199512,-5,0.0,0.0,3,0,1.5,-1.0,1.4,-5
14435,-5,4.0,0.0899,4,4,0,0,2,2,8,199504,-5,1.0,0.0,2,1,4.0,3.5,3.7,-5
14436,-5,1.0,-1.7209,3,6,0,0,4,1,8,199503,-5,0.0,2.0,-8,0,1.0,3.5,-8.0,-5
14437,-5,2.5,0.0404,1,2,1,1,4,2,8,199310,-5,5.0,0.0,-6,1,2.5,3.0,-6.0,-5
14438,-5,2.0,-8.0,-8,-8,-8,-8,-8,2,-9,199500,-5,0.0,1.0,3,0,2.5,3.0,1.4,-5
14439,-5,3.0,0.3253,4,4,0,0,2,1,8,199410,-5,1.0,0.0,3,0,3.0,2.5,2.2,-5
14440,-5,4.0,-0.132,-8,-8,-8,-8,-8,1,8,199507,-5,4.0,3.0,3,0,4.0,4.0,3.9,-5
14441,-5,4.0,-0.4135,3,3,0,0,4,2,3,199411,-5,0.0,3.0,2,0,3.5,3.5,3.0,-5
14442,-5,3.0,-0.5579,5,4,0,0,4,2,8,199404,-5,2.5,0.0,3,0,3.0,-1.0,3.0,-5
14444,-5,3.0,0.1402,3,1,1,1,4,1,8,199410,-5,2.0,0.0,3,-8,2.0,2.5,2.8,-5
14445,-5,-8.0,0.7128,2,2,0,0,4,2,5,199503,-5,-8.0,-8.0,-6,0,-8.0,-8.0,-6.0,-5
14446,-5,2.0,0.1385,-8,-8,-8,-8,-8,1,5,199311,-5,0.5,0.0,-6,0,1.5,-1.0,-6.0,-5
14447,-5,3.0,0.0543,2,2,1,1,2,1,2,199508,-5,1.0,0.0,3,1,2.5,2.5,1.7,-5
14448,-5,3.5,0.0799,2,13,0,0,1,1,5,199505,-5,7.5,0.0,3,1,3.0,3.5,3.9,-5
14449,-5,-1.0,-0.1721,-8,-8,-8,-8,-8,1,2,199503,-5,0.5,0.0,3,1,3.5,3.5,3.0,-5
14450,-5,3.0,-0.3076,-8,-8,-8,-8,-8,1,8,199504,-5,0.0,3.0,3,0,2.5,2.5,2.3,-5
14451,-5,1.5,-0.6562,-8,-8,-8,-8,-8,2,5,199410,-5,0.0,0.0,3,0,2.0,3.0,2.4,-5
14452,-5,1.5,0.0639,2,2,0,0,4,1,3,199410,-5,0.0,0.0,3,0,1.0,-1.0,1.1,-5
14453,-5,3.5,-0.3114,-8,-8,-8,-8,-8,1,8,199509,-5,0.0,1.0,2,1,3.0,3.0,3.1,-5
14454,-5,3.5,0.7864,2,1,1,1,4,2,8,199410,-5,13.0,0.0,-6,0,3.5,-1.0,-6.0,-5
14455,-5,2.5,0.137,4,5,0,0,4,2,3,199502,-5,0.0,0.0,2,1,2.0,-1.0,3.1,-5
14456,-5,1.5,-0.815,-8,-8,-8,-8,-8,2,4,199302,-5,0.0,0.0,-6,1,0.5,-1.0,-6.0,-5
14457,-5,3.0,0.7752,5,8,0,0,4,1,8,199503,-5,7.5,0.0,3,0,3.0,3.5,2.1,-5
14458,-5,2.5,-0.1757,3,5,0,0,4,1,8,199509,-5,0.0,2.0,3,1,3.0,-1.0,2.7,-5
14459,-5,1.0,-0.7924,2,4,0,0,4,2,8,199412,-5,0.0,0.0,-6,-8,1.5,-1.0,-6.0,-5
14461,-5,4.0,1.426,-8,-8,-8,-8,-8,1,5,199505,-5,1.0,2.0,2,0,3.5,3.5,2.6,-5
14462,-5,3.5,2.6229,5,7,0,0,1,1,8,199505,-5,14.0,0.0,3,0,3.0,2.5,2.8,-5
14463,-5,3.5,1.3957,2,5,0,0,4,1,8,199504,-5,2.0,1.0,3,0,3.5,2.5,3.1,-5
14464,-5,3.0,-1.862,-8,-8,-8,-8,-8,2,8,199412,-5,5.5,0.0,-8,-8,3.0,3.0,-8.0,-5
14465,-5,3.5,0.6107,2,5,0,0,4,1,5,199503,-5,6.0,3.0,-6,-8,2.5,-1.0,-6.0,-5
14466,-5,4.0,0.8829,4,6,0,0,3,2,8,199502,-5,5.0,12.0,3,1,3.5,3.0,2.5,-5
14467,-5,3.0,0.2742,-8,-8,-8,-8,-8,1,7,199510,-5,0.0,2.0,-8,-8,3.0,3.0,-8.0,-5
14468,-5,1.5,-0.1146,2,2,1,1,4,2,5,199307,-5,2.0,0.0,3,1,2.0,2.0,1.5,-5
14469,-5,0.5,-1.3111,1,3,0,0,2,1,5,199507,-5,2.5,0.0,-6,0,1.0,2.0,-6.0,-5
14470,-5,3.0,-0.3932,3,4,0,0,4,1,2,199406,-5,0.0,0.0,-6,0,3.0,2.5,-6.0,-5
14472,-5,2.5,-0.5793,-8,-8,-8,-8,-8,1,8,199502,-5,0.0,0.0,-8,-9,2.0,-1.0,-8.0,-5
14473,-5,2.5,-0.9063,2,5,0,0,2,2,3,199401,-5,0.0,0.0,3,0,1.5,1.5,0.5,-5
14474,-5,3.0,-0.3608,2,2,0,1,3,1,8,199408,-5,0.0,0.0,-8,0,3.0,3.5,-8.0,-5
14475,-5,2.0,-0.0511,-8,-8,-8,-8,-8,1,2,199410,-5,1.0,3.0,2,1,2.0,1.5,1.1,-5
14476,-5,2.5,-8.0,-8,-8,-8,-8,-8,1,-9,199400,-5,0.0,0.0,3,1,2.5,3.5,2.7,-5
14477,-5,3.0,0.5312,3,3,0,0,2,2,8,199504,-5,2.0,10.0,3,1,3.0,3.5,3.3,-5
14478,-5,3.5,-0.5358,3,3,0,0,3,1,8,199508,-5,1.0,2.0,2,1,3.5,3.5,2.8,-5
14479,-5,1.5,-1.0808,1,1,1,1,2,2,5,199407,-5,0.5,0.0,3,0,2.0,3.0,0.0,-5
14480,-5,3.0,-0.4579,2,1,1,1,2,2,8,199407,-5,1.0,0.0,-8,1,2.5,3.0,-8.0,-5
14481,-5,3.0,-0.0379,-8,-8,-8,-8,-8,1,8,199410,-5,0.0,0.0,3,0,3.0,3.0,3.0,-5
14482,-5,3.0,1.1017,4,3,0,0,3,1,2,199506,-5,12.0,4.0,3,1,3.0,3.0,3.8,-5
14483,-5,2.0,-0.0436,3,3,0,0,2,2,8,199406,-5,0.0,1.0,-6,1,2.0,-1.0,-6.0,-5
14484,-5,2.0,-0.7734,4,6,0,0,2,1,8,199503,-5,6.5,6.5,2,0,2.5,3.0,2.8,-5
14485,-5,-1.0,0.0871,-8,-8,-8,-8,-8,2,5,199504,-5,3.0,0.0,-6,-9,1.5,-1.0,-6.0,-5
14486,-5,3.0,-0.0377,2,2,1,1,2,2,8,199405,-5,1.0,3.0,-6,1,3.0,3.5,-6.0,-5
14487,-5,2.0,-0.8338,2,3,0,0,4,2,6,199504,-5,0.0,0.0,3,1,1.0,-1.0,0.0,-5
14489,-5,2.5,-0.9559,4,4,0,0,3,2,8,199311,-5,0.0,0.0,3,0,2.0,2.0,1.6,-5
14490,-5,-1.0,0.1421,2,6,0,0,4,1,5,199508,-5,0.5,0.0,-6,0,2.0,-1.0,-6.0,-5
14491,-5,2.5,0.1679,2,4,0,0,4,2,8,199402,-5,0.0,0.0,-6,1,2.5,-1.0,-6.0,-5
14492,-5,2.0,-1.8451,2,2,1,1,2,1,5,199503,-5,0.0,0.0,3,0,2.0,3.0,2.4,-5
14493,-5,2.0,-1.6985,-8,-8,-8,-8,-8,2,5,199409,-5,0.0,0.0,-6,1,1.5,-9.0,-6.0,-5
14494,-5,3.0,0.9186,2,2,1,1,4,2,5,199512,-5,1.0,1.0,3,1,3.0,3.0,2.0,-5
14496,-5,0.5,-0.5278,1,1,1,1,1,1,5,199501,-5,0.0,0.0,3,0,0.5,-1.0,0.3,-5
14497,-5,1.5,-2.2535,-8,-8,-8,-8,-8,2,3,199408,-5,1.0,0.0,-6,-8,1.5,2.0,-6.0,-5
14499,-5,3.0,-0.2214,-8,-8,-8,-8,-8,1,8,199311,-5,0.0,0.0,-8,1,1.5,1.5,-8.0,-5
14500,-5,-8.0,-8.0,-8,-8,-8,-8,-8,1,-9,199400,-5,-8.0,-8.0,3,0,-8.0,-8.0,2.1,-5
14501,-5,3.5,1.5454,4,13,0,0,2,2,8,199502,-5,2.0,11.0,3,1,3.5,3.5,3.6,-5
14502,-5,2.0,-1.19,3,8,0,0,4,2,8,199509,-5,1.0,1.0,3,1,2.5,3.0,2.3,-5
14503,-5,3.0,-0.4415,-8,-8,-8,-8,-8,2,8,199509,-5,1.5,0.0,3,0,3.0,3.5,2.8,-5
14504,-5,2.5,0.6089,4,13,0,0,2,1,8,199505,-5,1.5,3.0,-8,0,2.0,2.5,-8.0,-5
14505,-5,3.5,0.5529,4,3,0,0,4,1,8,199404,-5,2.0,0.0,3,0,3.5,3.5,3.5,-5
14507,-5,3.5,0.4893,5,12,0,0,4,2,8,199506,-5,7.5,13.0,-8,0,3.5,3.5,-8.0,-5
14508,-5,4.0,0.5868,4,5,0,0,4,2,2,199501,-5,5.0,1.0,1,0,4.0,4.0,3.7,-5
14509,-5,-1.0,-0.9136,-8,-8,-8,-8,-8,2,8,199501,-5,0.0,0.0,-6,1,0.5,-1.0,-6.0,-5
14510,-5,3.0,-8.0,2,4,0,0,4,1,8,199500,-5,1.0,1.0,3,0,3.0,3.5,2.5,-5
14511,-5,2.5,-2.1211,1,2,1,1,3,1,4,199405,-5,0.5,0.0,-8,-8,1.5,1.5,-8.0,-5
14512,-5,3.5,0.0361,2,4,0,0,2,2,8,199501,-5,0.0,0.0,3,-8,3.0,2.5,2.5,-5
14513,-5,2.0,-1.87,3,5,0,0,4,2,5,199507,-5,0.0,0.0,-8,-8,2.0,3.0,-8.0,-5
14514,-5,3.0,0.9754,-8,-8,-8,-8,-8,1,8,199507,-5,0.0,1.0,-8,1,2.5,3.5,-8.0,-5
14515,-5,2.0,0.6278,2,1,1,1,2,1,8,199506,-5,0.0,0.0,-8,1,2.0,1.5,-8.0,-5
14516,-5,-1.0,0.0982,-8,-8,-8,-8,-8,1,8,199503,-5,4.0,0.0,-6,1,1.0,-1.0,-6.0,-5
14517,-5,3.0,1.0556,5,4,0,0,4,2,8,199501,-5,7.0,0.0,-8,-8,3.5,3.0,-8.0,-5
14518,-5,1.5,-1.0716,-8,-8,-8,-8,-8,2,6,199410,-5,0.0,0.0,-8,0,1.5,2.5,-8.0,-5
14519,-5,3.5,0.9146,3,5,0,0,4,2,3,199411,-5,10.0,0.0,-8,1,3.5,3.5,-8.0,-5
14520,-5,3.0,0.6354,3,6,0,0,4,1,8,199504,-5,8.0,1.0,3,0,2.5,2.0,1.9,-5
14521,-5,2.0,-0.8821,2,3,0,0,4,2,8,199412,-5,4.0,0.0,-6,0,2.0,2.5,-6.0,-5
14522,-5,2.0,-0.812,2,3,0,0,2,2,5,199504,-5,0.0,0.0,3,1,1.5,-1.0,0.0,-5
14523,-5,0.5,-1.2751,1,2,0,0,4,2,5,199410,-5,0.0,0.0,-6,0,0.5,-1.0,-6.0,-5
14524,-5,4.0,-0.1039,2,4,0,0,4,2,5,199412,-5,2.0,4.0,3,0,3.5,3.0,2.6,-5
14525,-5,4.0,0.7137,4,4,0,0,4,2,8,199507,-5,1.5,0.0,-8,1,3.5,4.0,-8.0,-5
14526,-5,2.0,0.742,4,6,0,0,4,1,3,199507,-5,0.0,0.0,3,1,2.0,2.5,2.5,-5
14527,-5,3.0,-1.9953,4,6,0,0,2,1,3,199402,-5,0.0,0.0,-6,-8,2.0,2.5,-6.0,-5
14528,-5,3.5,0.5986,4,2,0,0,4,2,2,199509,-5,6.0,3.0,2,0,4.0,4.0,3.9,-5
14529,-5,4.0,0.8644,2,4,0,0,2,2,8,199408,-5,7.5,0.0,3,1,3.5,3.0,3.4,-5
14530,-5,3.5,0.6609,4,4,0,0,3,1,8,199505,-5,9.0,3.0,-8,1,3.0,3.5,-8.0,-5
14531,-5,4.0,0.7128,-8,-8,-8,-8,-8,2,8,199501,-5,1.0,0.0,3,0,3.5,4.0,2.1,-5
14532,-5,3.5,-0.5625,4,5,0,0,4,1,5,199506,-5,7.0,6.0,2,0,3.5,4.0,3.4,-5
14533,-5,1.5,-0.0934,1,1,1,1,2,2,3,199301,-5,0.0,0.0,-6,1,1.0,1.5,-6.0,-5
14534,-5,2.5,-0.2278,4,5,0,0,4,2,2,199608,-5,1.0,0.0,3,0,2.5,3.5,2.9,-5
14535,-5,3.5,0.2677,4,5,0,0,2,1,6,199409,-5,4.0,4.0,-8,0,3.5,3.5,-8.0,-5
14536,-5,1.5,0.5253,4,5,0,0,4,1,5,199407,-5,2.0,8.0,3,-9,2.5,3.0,-7.0,-5
14537,-5,3.0,-0.2096,3,2,1,1,4,1,5,199408,-5,1.0,0.0,3,0,2.5,2.5,3.4,-5
14538,-5,-8.0,-0.1986,2,1,1,1,4,1,8,199401,-5,-8.0,-8.0,-6,1,-8.0,-8.0,-6.0,-5
14539,-5,-8.0,-0.6286,2,2,0,1,4,1,3,199506,-5,-8.0,-8.0,-6,-9,-8.0,-8.0,-6.0,-5
14540,-5,1.5,0.1483,2,4,0,0,4,1,8,199501,-5,3.5,0.0,-6,-9,1.5,1.5,-6.0,-5
14541,-5,2.0,0.0527,4,9,0,0,4,1,8,199501,-5,0.0,1.0,-9,1,1.5,1.5,-9.0,-5
14542,-5,2.5,0.113,2,1,1,1,4,2,3,199505,-5,1.0,2.0,3,0,2.5,3.0,2.6,-5
14543,-5,2.5,-0.3457,-8,-8,-8,-8,-8,1,2,199503,-5,5.0,0.0,3,-9,2.5,3.5,2.7,-5
14544,-5,3.0,-0.5343,2,3,0,0,4,1,6,199508,-5,0.0,0.0,-6,0,2.5,3.0,-6.0,-5
14545,-5,4.0,1.9012,5,4,0,0,3,1,6,199411,-5,2.0,0.0,1,1,4.0,4.0,4.0,-5
14546,-5,4.0,1.4128,4,6,0,0,4,2,8,199508,-5,6.0,14.0,3,0,4.0,4.0,3.6,-5
14547,-5,1.5,0.0624,2,1,1,1,3,1,3,199307,-5,0.0,0.0,-6,-8,1.5,-1.0,-6.0,-5
14548,-5,1.5,-0.2022,-8,-8,-8,-8,-8,1,5,199309,-5,0.0,0.0,-6,0,0.5,-1.0,-6.0,-5
14549,-5,3.0,-8.0,-8,-8,-8,-8,-8,2,-9,199400,-5,0.0,0.0,1,-8,3.0,2.0,0.8,-5
14551,-5,-8.0,-8.0,-8,-8,-8,-8,-8,1,4,199400,-5,-8.0,-8.0,-6,-8,-8.0,-8.0,-6.0,-5
14552,-5,2.5,-0.9169,2,5,0,0,3,1,4,199506,-5,1.0,0.0,3,1,2.0,2.5,0.0,-5
14553,-5,3.5,-0.365,4,6,0,0,4,2,8,199406,-5,1.0,6.0,1,0,3.5,3.0,3.0,-5
14554,-5,2.5,-0.3477,2,3,0,0,4,1,7,199406,-5,0.0,0.0,3,1,2.5,2.5,-9.0,-5
14555,-5,1.5,-1.3919,2,4,0,0,4,1,8,199410,-5,1.0,0.0,-6,1,1.0,2.0,-6.0,-5
14556,-5,2.5,-1.4497,-8,-8,-8,-8,-8,1,8,199504,-5,1.5,0.0,3,-8,2.0,2.5,-7.0,-5
14557,-5,0.5,-0.345,3,2,0,1,4,1,3,199307,-5,0.0,0.0,-6,0,1.0,-1.0,-6.0,-5
14558,-5,3.0,-1.9724,-8,-8,-8,-8,-8,2,3,199508,-5,0.0,0.0,3,0,2.5,3.5,3.3,-5
14560,-5,2.5,0.0027,4,13,0,0,4,1,8,199410,-5,1.0,1.0,3,0,2.5,3.5,2.4,-5
14562,-5,3.0,-0.8034,-8,-8,-8,-8,-8,2,8,199503,-5,2.0,0.0,-6,1,2.5,2.0,-6.0,-5
14563,-5,0.25,-2.4259,-8,-8,-8,-8,-8,1,5,199407,-5,0.0,0.0,-6,0,0.25,-1.0,-6.0,-5
14564,-5,2.0,-0.6841,-8,-8,-8,-8,-8,1,8,199409,-5,0.0,0.5,-6,-8,1.5,1.5,-6.0,-5
14565,-5,3.0,-0.0155,-8,-8,-8,-8,-8,1,2,199401,-5,0.0,0.0,3,0,2.5,-1.0,1.8,-5
14566,-5,2.5,-0.2358,4,2,0,0,2,2,3,199509,-5,0.0,0.0,-6,0,1.0,-1.0,-6.0,-5
14567,-5,4.0,1.3805,7,12,0,0,4,2,8,199505,-5,8.0,0.0,1,1,4.0,3.5,3.7,-5
14568,-5,2.5,-1.3316,5,7,0,0,4,2,8,199505,-5,0.0,0.0,3,0,2.0,-1.0,2.2,-5
14569,-5,2.5,-1.5203,1,1,1,1,3,2,8,199411,-5,0.0,0.0,3,0,2.5,3.5,2.3,-5
14570,-5,0.5,-1.8292,3,7,0,0,4,1,3,199312,-5,0.0,0.0,-6,1,2.0,2.5,-6.0,-5
14571,-5,-8.0,-0.5275,-8,-8,-8,-8,-8,1,6,199411,-5,-8.0,-8.0,-6,1,-8.0,-8.0,-6.0,-5
14572,-5,3.0,-0.4404,4,4,0,0,4,2,8,199409,-5,0.0,10.5,2,0,3.0,3.5,3.3,-5
14573,-5,1.0,-0.6764,4,6,0,0,4,2,8,199504,-5,0.0,1.0,3,0,1.0,1.5,0.3,-5
14574,-5,-8.0,-8.0,-8,-8,-8,-8,-8,2,2,199500,-5,-8.0,-8.0,3,0,-8.0,-8.0,2.8,-5
14575,-5,2.5,-0.3538,2,2,0,0,2,2,6,199501,-5,0.0,1.0,-6,0,2.5,-1.0,-6.0,-5
14577,-5,3.5,0.2851,7,13,0,0,3,1,2,199504,-5,6.0,10.5,3,1,3.5,3.0,3.1,-5
14578,-5,2.5,-0.7705,3,2,1,1,2,1,5,199403,-5,0.0,0.0,-6,0,1.0,-1.0,-6.0,-5
14579,-5,2.5,-0.0228,4,6,0,0,3,2,8,199505,-5,0.0,1.5,3,0,2.5,2.5,2.7,-5
14580,-5,2.5,0.5658,1,2,1,1,4,1,5,199503,-5,0.0,0.0,-6,1,3.0,3.5,-6.0,-5
14581,-5,1.5,-0.4206,-8,-8,-8,-8,-8,2,5,199506,-5,0.0,0.0,-6,-9,2.0,1.5,-6.0,-5
14582,-5,3.5,0.1087,7,10,0,0,4,2,8,199503,-5,3.0,12.0,1,0,3.5,4.0,4.0,-5
14583,-5,2.5,0.7942,7,5,0,0,4,2,8,199504,-5,2.0,0.0,3,1,2.5,3.0,3.3,-5
14584,-5,-8.0,-1.6025,-8,-8,-8,-8,-8,1,3,199412,-5,-8.0,-8.0,-6,0,-8.0,-8.0,-6.0,-5
14585,-5,3.0,-1.0751,3,3,0,0,2,1,5,199409,-5,1.0,0.0,3,0,3.5,3.5,3.9,-5
14586,-5,3.0,0.4942,5,4,0,0,3,1,8,199505,-5,0.0,14.0,3,0,2.5,3.5,1.6,-5
14587,-5,2.5,-0.9337,2,4,0,0,4,2,8,199501,-5,0.0,0.0,3,0,2.0,3.5,3.0,-5
14588,-5,1.5,-1.9422,-8,-8,-8,-8,-8,2,5,199404,-5,1.0,0.0,-6,1,2.0,2.5,-6.0,-5
14589,-5,3.0,-1.1751,-8,-8,-8,-8,-8,1,8,199507,-5,0.0,0.0,3,-8,3.0,3.0,1.6,-5
14590,-5,3.0,0.8104,2,9,0,0,3,1,8,199503,-5,0.0,0.0,-6,0,3.0,3.5,-6.0,-5
14591,-5,4.0,-0.0904,4,4,0,0,4,2,8,199503,-5,1.5,0.0,3,1,4.0,4.0,3.1,-5
14592,-5,2.0,-0.1725,4,4,0,0,4,1,8,199406,-5,0.0,0.0,3,0,2.0,3.5,0.7,-5
14593,-5,3.5,-8.0,-8,-8,-8,-8,-8,1,3,199500,-5,1.0,1.0,3,1,3.5,3.5,-7.0,-5
