STU_ID,X3TGPA9TH,X1TXMTH,X1PAREDU,X1FAMINCOME,X1POVERTY,X1POVERTY130,X1PAR1EMP,X1SEX,X1RACE,X1STDOB,X3TCREDADV,X3TCREDHON,X5DUALCRSFLG,A1G9STUDY,X3TGPAACAD,X3TGPA12TH,X5GPAALL,X1PAREDU_label,X1SEX_label,X1RACE_label,X1SEX_1.0,X1SEX_2.0,X1RACE_1.0,X1RACE_2.0,X1RACE_3.0,X1RACE_4.0,X1RACE_5.0,X1RACE_6.0,X1RACE_7.0,X1RACE_8.0
10015,4.0,0.2554,4.0,11.0,0.0,0.0,3.0,2.0,8.0,199408.0,3.0,16.0,3.0,0.0,4.0,4.0,3.9,Some college/Associate,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10016,3.5,1.2165,3.0,3.0,0.0,0.0,4.0,2.0,8.0,199505.0,1.0,0.0,,1.0,3.5,3.5,,Certificate,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10018,4.0,1.2745,7.0,4.0,0.0,0.0,4.0,1.0,8.0,199411.0,0.0,0.0,3.0,0.0,4.0,4.0,3.8,Graduate degree,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10019,3.0,0.3026,,,,,,1.0,5.0,199506.0,7.0,10.0,3.0,1.0,2.5,3.0,3.2,,Male,Hispanic (race specified),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10020,2.5,-0.2202,3.0,2.0,0.0,0.0,2.0,1.0,8.0,199411.0,1.0,4.0,3.0,1.0,3.0,3.5,2.1,Certificate,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10021,3.5,0.3274,2.0,10.0,0.0,0.0,3.0,1.0,8.0,199501.0,1.0,0.0,2.0,1.0,3.0,3.0,2.3,HS diploma,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10022,3.0,0.6912,5.0,13.0,0.0,0.0,2.0,1.0,2.0,199410.0,2.0,4.0,3.0,0.0,3.0,2.5,2.2,Bachelor,Male,Asian,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10024,3.0,0.5286,5.0,4.0,0.0,0.0,3.0,1.0,8.0,199504.0,8.0,5.0,3.0,0.0,3.0,3.0,2.8,Bachelor,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10025,1.0,-1.2501,,,,,,1.0,8.0,199402.0,0.0,0.0,,0.0,0.5,,,,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10026,4.0,1.5551,7.0,4.0,0.0,0.0,4.0,2.0,2.0,199503.0,3.0,5.0,3.0,1.0,3.5,3.5,3.1,Graduate degree,Female,Asian,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,1.5,-0.3108,4.0,5.0,0.0,0.0,2.0,2.0,8.0,199508.0,0.0,0.0,3.0,,1.5,1.5,,Some college/Associate,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10028,3.0,,,,,,,1.0,,199500.0,0.0,0.0,,,3.0,3.5,,,Male,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,1.5,-1.5235,1.0,3.0,0.0,0.0,4.0,1.0,8.0,199405.0,0.0,0.0,,0.0,1.5,1.0,,Less than HS,Male,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10030,3.5,1.9315,5.0,7.0,0.0,0.0,2.0,2.0,8.0,199412.0,11.0,0.0,3.0,0.0,3.5,3.5,3.6,Bachelor,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10031,3.0,,,,,,,2.0,3.0,199500.0,0.0,0.0,,0.0,2.5,2.0,,,Female,Black,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10033,,-2.1011,2.0,3.0,0.0,0.0,4.0,2.0,6.0,199503.0,,,,1.0,,,,HS diploma,Female,Multiracial,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10034,1.5,-0.6157,,,,,,2.0,5.0,199411.0,0.0,0.0,,0.0,1.5,,,,Female,Hispanic (race specified),0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10035,2.0,,2.0,3.0,0.0,0.0,4.0,1.0,3.0,199300.0,0.0,0.0,,0.0,2.0,,,HS diploma,Male,Black,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10036,3.5,0.5674,3.0,5.0,0.0,0.0,4.0,2.0,8.0,199503.0,0.0,3.5,3.0,1.0,3.0,3.0,2.5,Certificate,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10037,4.0,1.1592,3.0,5.0,0.0,0.0,4.0,2.0,8.0,199506.0,1.0,9.0,3.0,,4.0,4.0,3.7,Certificate,Female,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
